SK_ID_CURR,TARGET,AMT_CREDIT,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_EMPLOYED,FLAG_EMP_PHONE,FLAG_WORK_PHONE,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_2,EXT_SOURCE_3,DEF_30_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,FLAG_DOCUMENT_3,FLAG_DOCUMENT_6,AGE,DAYS_EMPLOYED_PERC,NAME_INCOME_TYPE_Pensioner,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Highereducation,NAME_EDUCATION_TYPE_Secondarysecondaryspecial,NAME_HOUSING_TYPE_Houseapartment,NAME_HOUSING_TYPE_Withparents,OCCUPATION_TYPE_Drivers,OCCUPATION_TYPE_Laborers,OCCUPATION_TYPE_nan,ORGANIZATION_TYPE_Selfemployed,ORGANIZATION_TYPE_XNA,BUREAU_DAYS_CREDIT_MIN,BUREAU_DAYS_CREDIT_MAX,BUREAU_DAYS_CREDIT_MEAN,BUREAU_DAYS_CREDIT_VAR,BUREAU_DAYS_CREDIT_ENDDATE_MIN,BUREAU_DAYS_CREDIT_ENDDATE_MAX,BUREAU_DAYS_CREDIT_ENDDATE_MEAN,BUREAU_DAYS_CREDIT_UPDATE_MEAN,BUREAU_CREDIT_ACTIVE_Active_MEAN,BUREAU_CREDIT_ACTIVE_Closed_MEAN,BUREAU_CREDIT_TYPE_Consumercredit_MEAN,BUREAU_CREDIT_TYPE_Microloan_MEAN,ACTIVE_DAYS_CREDIT_MAX,ACTIVE_DAYS_CREDIT_MEAN,ACTIVE_DAYS_CREDIT_ENDDATE_MAX,CLOSED_DAYS_CREDIT_MIN,CLOSED_DAYS_CREDIT_MAX,CLOSED_DAYS_CREDIT_MEAN,CLOSED_DAYS_CREDIT_VAR,CLOSED_DAYS_CREDIT_ENDDATE_MIN,CLOSED_DAYS_CREDIT_UPDATE_MEAN,PREV_RATE_DOWN_PAYMENT_MAX,PREV_RATE_DOWN_PAYMENT_MEAN,PREV_DAYS_DECISION_MIN,PREV_DAYS_DECISION_MEAN,PREV_CNT_PAYMENT_MEAN,PREV_CNT_PAYMENT_SUM,PREV_NAME_CONTRACT_TYPE_Revolvingloans_MEAN,PREV_NAME_CASH_LOAN_PURPOSE_Other_MEAN,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,PREV_NAME_PAYMENT_TYPE_XNA_MEAN,PREV_CODE_REJECT_REASON_HC_MEAN,PREV_CODE_REJECT_REASON_LIMIT_MEAN,PREV_CODE_REJECT_REASON_SCOFR_MEAN,PREV_CODE_REJECT_REASON_XAP_MEAN,PREV_NAME_TYPE_SUITE_nan_MEAN,PREV_NAME_GOODS_CATEGORY_Furniture_MEAN,PREV_NAME_GOODS_CATEGORY_XNA_MEAN,PREV_NAME_PORTFOLIO_Cards_MEAN,PREV_NAME_PORTFOLIO_XNA_MEAN,PREV_NAME_PRODUCT_TYPE_walkin_MEAN,PREV_CHANNEL_TYPE_APCashloan_MEAN,PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,PREV_NAME_SELLER_INDUSTRY_Furniture_MEAN,PREV_NAME_SELLER_INDUSTRY_XNA_MEAN,PREV_NAME_YIELD_GROUP_XNA_MEAN,PREV_NAME_YIELD_GROUP_high_MEAN,PREV_NAME_YIELD_GROUP_low_action_MEAN,PREV_NAME_YIELD_GROUP_low_normal_MEAN,PREV_PRODUCT_COMBINATION_CardStreet_MEAN,PREV_PRODUCT_COMBINATION_CashStreethigh_MEAN,PREV_PRODUCT_COMBINATION_CashXSellhigh_MEAN,PREV_PRODUCT_COMBINATION_CashXSelllow_MEAN,PREV_PRODUCT_COMBINATION_POSindustrywithinterest_MEAN,APPROVED_AMT_ANNUITY_MAX,APPROVED_AMT_ANNUITY_MEAN,APPROVED_AMT_DOWN_PAYMENT_MAX,APPROVED_RATE_DOWN_PAYMENT_MAX,APPROVED_RATE_DOWN_PAYMENT_MEAN,APPROVED_DAYS_DECISION_MIN,APPROVED_DAYS_DECISION_MEAN,POS_MONTHS_BALANCE_MEAN,POS_MONTHS_BALANCE_SIZE,POS_COUNT,INSTAL_DBD_SUM,INSTAL_PAYMENT_DIFF_MEAN,INSTAL_PAYMENT_DIFF_SUM,INSTAL_DAYS_ENTRY_PAYMENT_MEAN,INSTAL_DAYS_ENTRY_PAYMENT_SUM
169856.0,1.0,1288350.0,1125000.0,0.02516,-1648.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.611,0.535,0.0,0.0,1.0,0.0,61.0,0.1187,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-2319.0,-2319.0,-2320.0,0.0,-1590.0,-1590.0,-1590.0,-1586.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-2320.0,-2320.0,-2320.0,0.0,-1590.0,-1586.0,0.1874,0.1874,-1906.0,-1906.0,12.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19616.49,19616.49,36000.0,0.1874,0.1874,-1906.0,-1906.0,-56.5,14.0,14.0,106.0,4904.1226,78465.96,-1716.0,-27448.0
117201.0,1.0,405000.0,405000.0,0.01522,-1588.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.5996,0.535,0.0,0.0,1.0,0.0,50.0,0.08704,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-2873.0,-2243.0,-2558.0,198450.0,-2692.0,-1513.0,-2102.0,-1449.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,-2872.0,-2872.0,-2872.0,0.0,-2692.0,-2478.0,0.10925,0.10925,-2688.0,-1373.0,2.0,4.0,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,3908.97,3079.4849,1530.0,0.10925,0.10925,-2688.0,-1373.0,-86.0,5.0,5.0,0.0,0.0,0.0,-2604.0,-10414.0
446002.0,1.0,675000.0,675000.0,0.02866,-4042.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.6333,0.7197,0.0,0.0,0.0,0.0,58.0,0.1895,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1910.0,-151.0,-768.0,460402.12,-1545.0,1274.0,212.9,-492.0,0.4443,0.5557,0.8887,0.0,-151.0,-295.8,1274.0,-1910.0,-327.0,-1146.0,506998.5,-1545.0,-720.0,0.409,0.1884,-2669.0,-1704.0,6.8,34.0,0.2,0.0,1.0,0.0,0.2,0.0,0.0,0.0,1.0,0.2,0.0,0.6,0.2,0.0,0.0,0.0,0.4,0.0,0.6,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12599.325,6980.715,11250.0,0.409,0.1884,-2668.0,-1704.0,-49.84,33.0,33.0,367.0,0.0,0.0,-1496.0,-41881.0
443677.0,1.0,408780.0,337500.0,0.01452,-1648.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.2776,0.535,0.0,0.0,0.0,1.0,59.0,0.1187,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1089,0.1051,-2495.0,-2496.0,8.0,16.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,8509.14,8509.14,7861.5,0.1014,0.1014,-2496.0,-2496.0,-77.0,11.0,11.0,84.0,0.0,0.0,-2338.0,-23374.0
397846.0,1.0,878733.0,733500.0,0.04623,-2594.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.2467,0.4993,0.0,0.0,1.0,0.0,54.0,0.131,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2257.0,-528.0,-1195.0,274220.28,-966.0,31200.0,4750.0,-507.8,0.1428,0.857,0.7144,0.0,-982.0,-982.0,295.0,-2256.0,-528.0,-1231.0,318435.6,-966.0,-584.0,0.1089,0.05444,-2050.0,-1100.0,27.0,54.0,0.0,0.0,0.6665,0.0,0.0,0.0,0.0,0.0,0.6665,0.3333,0.0,0.3333,0.0,0.3333,0.3333,0.3333,0.6665,0.0,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37781.863,21397.297,2709.0,0.1089,0.1089,-2050.0,-1386.0,-25.14,30.0,30.0,564.0,2437.5393,75563.72,-679.5,-21060.0
320450.0,1.0,450000.0,450000.0,0.01001,-1777.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.1396,0.5083,1.0,1.0,1.0,0.0,34.0,0.1438,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1239.0,-100.0,-389.2,320994.25,-87.0,1726.0,539.0,-22.5,0.75,0.25,0.75,0.0,-100.0,-479.8,1726.0,-118.0,-118.0,-118.0,0.0,-87.0,-55.0,0.188,0.188,-1147.0,-1147.0,24.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5621.265,5621.265,19125.9,0.188,0.188,-1147.0,-1147.0,-26.0,25.0,25.0,444.0,0.0,0.0,-777.5,-18660.0
415241.0,1.0,269550.0,225000.0,0.01452,-4224.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.1459,0.152,0.0,0.0,1.0,0.0,38.0,0.3008,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1669.0,-61.0,-1076.0,289996.0,-1575.0,31090.0,5224.0,-412.0,0.6665,0.3333,0.5,0.0,-61.0,-881.0,31090.0,-1669.0,-1263.0,-1466.0,82418.0,-1575.0,-1210.0,0.10693,0.0665,-2461.0,-706.0,9.336,28.0,0.1666,0.0,0.5,0.3333,0.5,0.3333,0.0,0.0,0.6665,0.8335,0.0,0.5,0.0,0.5,0.0,0.0,0.3333,0.0,0.5,0.5,0.3333,0.0,0.1666,0.1666,0.0,0.0,0.0,0.0,7207.335,5449.44,2236.5,0.10693,0.0665,-2460.0,-1145.0,-24.0,26.0,26.0,248.0,742.96906,19317.195,-657.5,-17099.0
293553.0,1.0,269550.0,225000.0,0.00485,-917.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.5386,0.3877,0.0,0.0,1.0,0.0,54.0,0.04666,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2083.0,-172.0,-1398.0,716095.0,-1867.0,2104.0,-487.0,-848.5,0.5,0.5,0.5,0.0,-172.0,-861.0,2104.0,-2084.0,-1789.0,-1936.0,43218.0,-1867.0,-1682.0,0.0,0.0,-403.0,-403.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9866.655,9866.655,0.0,0.0,0.0,-403.0,-403.0,-10.5,8.0,8.0,110.0,0.0,0.0,-302.2,-1814.0
147484.0,1.0,640080.0,450000.0,0.0188,-3688.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.478,0.4832,0.0,0.0,1.0,0.0,54.0,0.1858,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-2169.0,-81.0,-1135.0,501651.7,-1957.0,27520.0,2938.0,-879.0,0.375,0.625,0.75,0.0,-81.0,-458.0,27520.0,-2168.0,-1011.0,-1542.0,207557.7,-1957.0,-1246.0,0.1045,0.1045,-2582.0,-1749.0,12.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,12026.385,7927.875,2025.0,0.1045,0.1045,-2582.0,-1749.0,-56.84,13.0,13.0,129.0,0.0,0.0,-1737.0,-19112.0
102882.0,1.0,665892.0,477000.0,0.01968,-499.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.536,0.4705,0.0,0.0,1.0,0.0,37.0,0.03665,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1708.0,-1301.0,-1547.0,33495.7,-1342.0,-205.0,-892.5,-700.0,0.2,0.8,0.6,0.0,-1608.0,-1608.0,0.0,-1708.0,-1301.0,-1532.0,43120.668,-1342.0,-871.0,0.1057,0.10284,-2659.0,-2130.0,23.33,70.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.6665,0.0,0.3333,0.0,0.3333,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,11196.495,5959.83,3150.0,0.1057,0.10284,-2660.0,-2130.0,-42.3,70.0,70.0,1155.0,1417.2778,111964.95,-1140.0,-90071.0
